Region,Country,Year,Dentists_Per_10000
Europe,Czechia,1997,6.29
Europe,Croatia,1997,6.3
"Eastern Mediterranean","Syrian Arab Republic",1997,6.33
Europe,Bulgaria,1997,6.38
Europe,Cyprus,1997,6.38
Americas,Colombia,1997,7.04
Europe,France,1997,7.09
Europe,Germany,1997,7.29
Europe,Estonia,1997,7.34
Europe,Andorra,1997,7.42
Europe,Belgium,1997,7.95
Europe,Sweden,1997,8.17
Europe,Norway,1997,8.38
Europe,Denmark,1997,8.62
Americas,Cuba,1997,8.93
Europe,Israel,1997,9.45
Europe,Finland,1997,9.58
"Western Pacific",Cambodia,1996,0.06
"Eastern Mediterranean",Pakistan,1996,0.21
"South-East Asia","Sri Lanka",1996,0.24
"Western Pacific",Malaysia,1996,0.86
Americas,Mexico,1996,0.97
Americas,"Trinidad and Tobago",1996,1.08
"Eastern Mediterranean",Tunisia,1996,1.19
Americas,Ecuador,1996,1.54
Europe,Tajikistan,1996,1.58
Europe,"Türkiye",1996,1.96
Europe,Iceland,1996,10.3
Europe,Greece,1996,10.8
Europe,Kyrgyzstan,1996,2.36
"Western Pacific","Republic of Korea",1996,2.53
Americas,"Saint Kitts and Nevis",1996,2.56
Americas,Panama,1996,2.64
Europe,Romania,1996,2.65
Europe,"Russian Federation",1996,2.65
Europe,Portugal,1996,2.76
Europe,Azerbaijan,1996,3.17
Europe,Albania,1996,3.18
Europe,Armenia,1996,3.34
Europe,Hungary,1996,3.57
Europe,Georgia,1996,3.59
"Western Pacific","New Zealand",1996,3.66
Europe,Kazakhstan,1996,3.68
Europe,Spain,1996,3.7
Europe,Belarus,1996,3.82
Europe,"Republic of Moldova",1996,4.19
Europe,Austria,1996,4.41
Europe,Ireland,1996,4.42
Europe,Lithuania,1996,4.64
"Western Pacific",Australia,1996,4.66
Europe,Poland,1996,4.66
Europe,Latvia,1996,4.68
Europe,"Netherlands (Kingdom of the)",1996,4.68
Europe,Italy,1996,4.72
Europe,Switzerland,1996,4.89
Americas,Canada,1996,5.31
Europe,"North Macedonia",1996,5.36
Europe,Luxembourg,1996,5.58
Europe,Slovenia,1996,5.68
Europe,Croatia,1996,6.07
Europe,Czechia,1996,6.09
Europe,Cyprus,1996,6.33
"Western Pacific",Japan,1996,6.62
Europe,Bulgaria,1996,6.63
Americas,Colombia,1996,6.72
Europe,Estonia,1996,6.98
Europe,France,1996,7.14
Europe,Germany,1996,7.22
Europe,Belgium,1996,7.87
Europe,Norway,1996,8.28
Europe,Sweden,1996,8.42
Europe,Denmark,1996,8.57
"Western Pacific",Niue,1996,8.7
Americas,Cuba,1996,8.76
Europe,Israel,1996,8.85
Europe,Finland,1996,9.44
Africa,Zimbabwe,1995,0.14
"Eastern Mediterranean",Pakistan,1995,0.2
"South-East Asia","Sri Lanka",1995,0.22
"South-East Asia",Thailand,1995,0.49
"Eastern Mediterranean",Oman,1995,0.67
"Western Pacific",Malaysia,1995,0.86
Americas,Mexico,1995,0.97
Americas,"Trinidad and Tobago",1995,1.04
"Eastern Mediterranean",Tunisia,1995,1.13
Americas,Ecuador,1995,1.51
Europe,Tajikistan,1995,1.61
Europe,"Türkiye",1995,1.89
Americas,Barbados,1995,1.91
Europe,Iceland,1995,10.09
Europe,Greece,1995,10.14
Europe,Monaco,1995,10.76
Europe,Israel,1995,10.82
Europe,Kyrgyzstan,1995,2.3
"Western Pacific","Republic of Korea",1995,2.44
Americas,Panama,1995,2.49
Europe,Portugal,1995,2.52
Europe,"Russian Federation",1995,2.58
Americas,"Saint Kitts and Nevis",1995,2.6
Europe,Romania,1995,2.67
Europe,Armenia,1995,3.19
Europe,Azerbaijan,1995,3.23
Europe,Hungary,1995,3.5
Europe,Spain,1995,3.5
Europe,Albania,1995,3.51
Europe,Latvia,1995,3.57
Europe,Belarus,1995,3.62
"Western Pacific","New Zealand",1995,3.66
Europe,Italy,1995,4.01
Europe,Kazakhstan,1995,4.01
Europe,"Netherlands (Kingdom of the)",1995,4.08
Europe,Austria,1995,4.25
Europe,Ireland,1995,4.34
Europe,"Republic of Moldova",1995,4.36
"Western Pacific",Australia,1995,4.58
Europe,Poland,1995,4.64
Europe,Lithuania,1995,4.7
Europe,Andorra,1995,4.85
Europe,Switzerland,1995,4.93
Americas,Canada,1995,5.29
Europe,"North Macedonia",1995,5.43
Europe,Luxembourg,1995,5.46
Europe,Croatia,1995,5.78
Europe,Czechia,1995,6.06
Europe,Cyprus,1995,6.29
Europe,Slovenia,1995,6.36
Europe,Estonia,1995,6.4
Americas,Colombia,1995,6.42
Europe,Bulgaria,1995,6.56
Europe,Germany,1995,7.13
Europe,France,1995,7.18
Europe,Belgium,1995,7.75
Europe,Norway,1995,8.18
Americas,Cuba,1995,8.37
Europe,Denmark,1995,8.54
Europe,Sweden,1995,8.65
Europe,Finland,1995,9.32
"Eastern Mediterranean",Pakistan,1994,0.2
Americas,Mexico,1994,0.75
"Western Pacific",Malaysia,1994,0.86
"Eastern Mediterranean",Tunisia,1994,1.12
Americas,Ecuador,1994,1.54
Europe,Tajikistan,1994,1.59
Europe,"Türkiye",1994,1.91
Europe,Iceland,1994,10.26
Europe,Greece,1994,10.38
Europe,Israel,1994,10.88
Europe,Sweden,1994,14.84
"Western Pacific","Republic of Korea",1994,2.29
Europe,Portugal,1994,2.31
Americas,Panama,1994,2.35
Americas,"Saint Kitts and Nevis",1994,2.39
Europe,Kyrgyzstan,1994,2.58
Europe,Romania,1994,2.6
Europe,"Russian Federation",1994,2.76
Europe,Armenia,1994,3.08
Europe,Azerbaijan,1994,3.24
Europe,Spain,1994,3.32
Europe,Hungary,1994,3.51
Europe,Belarus,1994,3.56
Europe,Latvia,1994,3.56
"Western Pacific","New Zealand",1994,3.62
Europe,Albania,1994,3.95
Europe,Kazakhstan,1994,3.98
Europe,Austria,1994,4.13
Europe,Ireland,1994,4.16
Europe,Italy,1994,4.18
Europe,"Republic of Moldova",1994,4.34
"Western Pacific",Australia,1994,4.35
Europe,Poland,1994,4.56
Europe,"Netherlands (Kingdom of the)",1994,4.73
Europe,Lithuania,1994,4.97
Europe,Switzerland,1994,4.98
Europe,Luxembourg,1994,5.22
Europe,Slovenia,1994,5.31
Europe,"North Macedonia",1994,5.46
Europe,Croatia,1994,5.54
Europe,Czechia,1994,5.95
Europe,Estonia,1994,6.05
Americas,Colombia,1994,6.16
Europe,Cyprus,1994,6.24
"Western Pacific",Japan,1994,6.31
Europe,Bulgaria,1994,6.58
Europe,Germany,1994,6.96
Europe,France,1994,7.24
Europe,Belgium,1994,7.58
Americas,Cuba,1994,8.12
Europe,Norway,1994,8.16
Europe,Denmark,1994,8.55
Europe,Finland,1994,9.06
"Eastern Mediterranean",Pakistan,1993,0.19
"South-East Asia","Sri Lanka",1993,0.23
"South-East Asia",Thailand,1993,0.49
Americas,Mexico,1993,0.71
"Western Pacific",Malaysia,1993,0.83
"Eastern Mediterranean",Tunisia,1993,1.13
Americas,Ecuador,1993,1.38
Europe,Tajikistan,1993,1.64
Europe,"Türkiye",1993,1.88
Europe,Iceland,1993,10.01
Europe,Greece,1993,10.31
Europe,Israel,1993,10.9
Europe,Sweden,1993,14.69
Europe,Portugal,1993,2.07
"Western Pacific","Republic of Korea",1993,2.16
Americas,"Saint Kitts and Nevis",1993,2.18
Americas,Panama,1993,2.2
Europe,Kyrgyzstan,1993,2.64
Europe,"Russian Federation",1993,2.72
Europe,Romania,1993,2.77
Europe,Malta,1993,2.91
Europe,Armenia,1993,3.04
Europe,Spain,1993,3.09
Europe,Azerbaijan,1993,3.14
Europe,Hungary,1993,3.36
Europe,Latvia,1993,3.4
Europe,Belarus,1993,3.45
"Western Pacific","New Zealand",1993,3.66
Europe,Albania,1993,3.77
Europe,Austria,1993,3.98
Europe,Ireland,1993,4.01
Europe,Italy,1993,4.2
Europe,Kazakhstan,1993,4.24
Europe,"Republic of Moldova",1993,4.27
"Western Pacific",Australia,1993,4.3
Europe,Poland,1993,4.43
Europe,"Netherlands (Kingdom of the)",1993,4.72
Europe,Switzerland,1993,4.77
Europe,Slovenia,1993,4.86
Europe,Luxembourg,1993,5.11
Europe,Lithuania,1993,5.27
Europe,"North Macedonia",1993,5.37
Europe,Croatia,1993,5.66
Europe,Czechia,1993,5.71
Europe,Estonia,1993,5.82
Americas,Colombia,1993,5.98
Europe,Cyprus,1993,6.03
Europe,Bulgaria,1993,6.76
Europe,Germany,1993,6.81
Europe,France,1993,7.19
Europe,Belgium,1993,7.53
Americas,Cuba,1993,7.87
Europe,Norway,1993,8.15
Europe,Denmark,1993,8.43
Europe,Finland,1993,8.85
"Eastern Mediterranean",Pakistan,1992,0.18
"South-East Asia","Sri Lanka",1992,0.21
Americas,Mexico,1992,0.63
"Western Pacific",Malaysia,1992,0.83
"Eastern Mediterranean",Tunisia,1992,1.12
Europe,Tajikistan,1992,1.55
Americas,Ecuador,1992,1.67
Europe,Portugal,1992,1.78
Europe,"Türkiye",1992,1.85
Europe,Greece,1992,10.04
Europe,Israel,1992,11
Europe,Monaco,1992,11.65
Europe,Sweden,1992,14.55
"Western Pacific","Republic of Korea",1992,2.01
Americas,"Saint Kitts and Nevis",1992,2.21
Americas,Panama,1992,2.23
Europe,"Russian Federation",1992,2.68
Europe,Kyrgyzstan,1992,2.83
Europe,Romania,1992,2.83
Europe,Armenia,1992,2.99
Europe,Spain,1992,3
Europe,Azerbaijan,1992,3.1
Europe,Hungary,1992,3.25
Europe,Belarus,1992,3.27
Europe,Albania,1992,3.63
"Western Pacific","New Zealand",1992,3.64
Europe,Latvia,1992,3.69
Europe,Austria,1992,3.82
Europe,Ireland,1992,3.93
Europe,Italy,1992,4
Europe,Kazakhstan,1992,4.11
Europe,Croatia,1992,4.25
"Western Pacific",Australia,1992,4.27
Europe,"Republic of Moldova",1992,4.31
Europe,Poland,1992,4.35
Europe,"Netherlands (Kingdom of the)",1992,4.72
Europe,Switzerland,1992,4.9
Americas,Canada,1992,5.23
Europe,Luxembourg,1992,5.23
Europe,Slovenia,1992,5.28
Europe,"North Macedonia",1992,5.3
Europe,Czechia,1992,5.49
Europe,Estonia,1992,5.52
Europe,Lithuania,1992,5.53
Americas,Colombia,1992,5.77
Europe,Cyprus,1992,5.95
"Western Pacific",Japan,1992,6.08
Americas,Argentina,1992,6.5
Europe,Germany,1992,6.57
Europe,Bulgaria,1992,6.67
Europe,France,1992,7.17
Americas,Cuba,1992,7.47
Europe,Belgium,1992,7.49
Europe,Norway,1992,8.21
Europe,Denmark,1992,8.46
Europe,Finland,1992,8.74
Europe,Iceland,1992,9.84
"South-East Asia",India,1991,0.15
"South-East Asia","Sri Lanka",1991,0.19
"South-East Asia",Thailand,1991,0.43
Americas,Mexico,1991,0.6
"Western Pacific",Malaysia,1991,0.82
"Eastern Mediterranean",Tunisia,1991,0.95
Europe,Tajikistan,1991,1.38
Americas,Ecuador,1991,1.55
Europe,Portugal,1991,1.7
Americas,"Saint Kitts and Nevis",1991,1.73
"Western Pacific","Republic of Korea",1991,1.85
Europe,"Türkiye",1991,1.86
Europe,Israel,1991,11.14
Europe,Denmark,1991,13.17
Europe,Sweden,1991,14.43
Americas,Panama,1991,2.12
Europe,Hungary,1991,2.34
Europe,Romania,1991,2.82
Europe,Kyrgyzstan,1991,2.84
Europe,Spain,1991,2.87
Europe,Armenia,1991,2.96
Europe,"Bosnia and Herzegovina",1991,3.02
Europe,Azerbaijan,1991,3.04
Europe,Belarus,1991,3.22
Europe,Italy,1991,3.44
Europe,Albania,1991,3.52
"Western Pacific","New Zealand",1991,3.63
Europe,Austria,1991,3.72
Europe,Ireland,1991,3.81
Europe,Kazakhstan,1991,4
"Western Pacific",Australia,1991,4.19
Europe,"Republic of Moldova",1991,4.26
Europe,Croatia,1991,4.3
Europe,Poland,1991,4.6
Europe,Switzerland,1991,4.79
Europe,"Netherlands (Kingdom of the)",1991,4.87
Europe,Luxembourg,1991,5.12
Americas,Canada,1991,5.16
Europe,Slovenia,1991,5.27
Europe,Estonia,1991,5.31
Europe,"North Macedonia",1991,5.44
Europe,Czechia,1991,5.49
Americas,Colombia,1991,5.5
Europe,Latvia,1991,5.58
Europe,Lithuania,1991,5.73
Europe,Cyprus,1991,5.77
Europe,Bulgaria,1991,6.78
Americas,Cuba,1991,7.01
Europe,France,1991,7.13
Europe,Belgium,1991,7.41
Europe,Norway,1991,8.16
Europe,Finland,1991,8.6
Europe,Iceland,1991,9.35
Europe,Greece,1991,9.95
Africa,Zimbabwe,1990,0.13
"South-East Asia","Sri Lanka",1990,0.22
"Eastern Mediterranean",Oman,1990,0.48
Americas,Mexico,1990,0.55
"Western Pacific",Malaysia,1990,0.83
"Eastern Mediterranean",Tunisia,1990,0.97
Americas,Ecuador,1990,1.45
Europe,Tajikistan,1990,1.47
Europe,Portugal,1990,1.69
"Western Pacific","Republic of Korea",1990,1.76
Europe,"Türkiye",1990,1.88
Europe,Israel,1990,10.27
Europe,Denmark,1990,13.08
Europe,Sweden,1990,14.32
Americas,Panama,1990,2.06
Europe,Hungary,1990,2.27
Europe,Italy,1990,2.36
Europe,Spain,1990,2.65
Europe,Kyrgyzstan,1990,2.79
Europe,Romania,1990,2.93
Americas,"Saint Kitts and Nevis",1990,2.97
Europe,Armenia,1990,2.99
Europe,Azerbaijan,1990,2.99
Europe,"Bosnia and Herzegovina",1990,3.17
Europe,Belarus,1990,3.18
Europe,Albania,1990,3.4
Europe,Austria,1990,3.61
"Western Pacific","New Zealand",1990,3.61
Europe,Ireland,1990,3.74
Europe,Kazakhstan,1990,4.04
"Western Pacific",Australia,1990,4.22
Europe,"Republic of Moldova",1990,4.38
Europe,Croatia,1990,4.68
Europe,Poland,1990,4.78
Europe,Switzerland,1990,4.87
Americas,Canada,1990,5.16
Europe,Estonia,1990,5.17
Americas,Colombia,1990,5.18
Europe,Luxembourg,1990,5.19
Europe,"Netherlands (Kingdom of the)",1990,5.26
Europe,"North Macedonia",1990,5.39
Europe,Cyprus,1990,5.43
Europe,Czechia,1990,5.46
Europe,Slovenia,1990,5.64
Europe,Latvia,1990,5.79
"Western Pacific",Japan,1990,5.84
Europe,Lithuania,1990,6.05
Americas,Cuba,1990,6.55
Europe,Bulgaria,1990,6.92
Europe,France,1990,7.05
Europe,Belgium,1990,7.31
Europe,Norway,1990,8.21
Europe,Finland,1990,8.39
Europe,Iceland,1990,9.03
Europe,Greece,1990,9.79
