Region,Country,Year,Dentists_Per_10000
Europe,Cyprus,2013,7
Europe,Czechia,2013,7.07
Europe,Romania,2013,7.1
Europe,Belgium,2013,7.14
Europe,Finland,2013,7.2
Europe,Latvia,2013,7.25
Europe,Andorra,2013,7.45
Europe,Croatia,2013,7.6
Europe,Italy,2013,7.76
Europe,Denmark,2013,7.83
Americas,Chile,2013,8.14
Europe,Sweden,2013,8.17
Europe,Iceland,2013,8.4
Europe,Germany,2013,8.45
Europe,Luxembourg,2013,8.47
Europe,"North Macedonia",2013,8.47
Europe,Portugal,2013,8.48
"Eastern Mediterranean",Jordan,2013,8.51
Europe,Norway,2013,8.73
Europe,Estonia,2013,9.03
Europe,Lithuania,2013,9.05
"Eastern Mediterranean",Lebanon,2013,9.18
Europe,Bulgaria,2013,9.72
Africa,"Burkina Faso",2012,0.02
Africa,"United Republic of Tanzania",2012,0.02
Africa,Mozambique,2012,0.03
Africa,Madagascar,2012,0.08
Americas,Jamaica,2012,0.13
"Western Pacific",Cambodia,2012,0.15
Africa,Zimbabwe,2012,0.17
Africa,Nigeria,2012,0.18
Africa,Kenya,2012,0.22
Africa,Botswana,2012,0.26
Africa,Comoros,2012,0.26
"South-East Asia",Bangladesh,2012,0.31
"Western Pacific","Solomon Islands",2012,0.38
Europe,Montenegro,2012,0.4
"Western Pacific",Indonesia,2012,0.42
Americas,Nicaragua,2012,0.45
"Western Pacific","Lao People's Democratic Republic",2012,0.49
"South-East Asia","Sri Lanka",2012,0.58
"South-East Asia",Myanmar,2012,0.6
"Eastern Mediterranean",Pakistan,2012,0.61
"Western Pacific",Vanuatu,2012,0.68
"Western Pacific","Marshall Islands",2012,0.78
"South-East Asia",India,2012,0.95
Africa,"South Africa",2012,1.03
Europe,Turkmenistan,2012,1.06
"Eastern Mediterranean",Bahrain,2012,1.14
Americas,Mexico,2012,1.17
Africa,Seychelles,2012,1.41
Europe,Tajikistan,2012,1.49
Americas,Peru,2012,1.51
"Western Pacific",Malaysia,2012,1.54
Europe,Uzbekistan,2012,1.61
Americas,"Saint Vincent and the Grenadines",2012,1.66
Europe,Kyrgyzstan,2012,1.71
Americas,Paraguay,2012,1.79
"South-East Asia","Democratic People's Republic of Korea",2012,1.83
Americas,Argentina,2012,10.58
Europe,Monaco,2012,10.66
Americas,Cuba,2012,12.38
Americas,Colombia,2012,12.56
Europe,Greece,2012,12.86
"Western Pacific",Philippines,2012,2.24
"Eastern Mediterranean",Oman,2012,2.27
"Western Pacific","Brunei Darussalam",2012,2.32
Africa,Mauritius,2012,2.34
Europe,"Bosnia and Herzegovina",2012,2.38
Europe,Azerbaijan,2012,2.63
Americas,"Saint Lucia",2012,2.84
"Western Pacific",Mongolia,2012,2.85
Europe,"Türkiye",2012,2.85
Europe,"Russian Federation",2012,2.93
"Western Pacific",Singapore,2012,2.97
Europe,Poland,2012,3.27
Americas,Panama,2012,3.28
Europe,Serbia,2012,3.36
"Eastern Mediterranean","Saudi Arabia",2012,3.7
Europe,Kazakhstan,2012,4
"Eastern Mediterranean","United Arab Emirates",2012,4.19
Europe,Armenia,2012,4.41
"Western Pacific","Republic of Korea",2012,4.41
Europe,Malta,2012,4.45
Europe,"Republic of Moldova",2012,4.8
Europe,"Netherlands (Kingdom of the)",2012,4.9
Europe,Slovakia,2012,4.93
Europe,"United Kingdom of Great Britain and Northern Ireland",2012,5.2
Europe,Georgia,2012,5.23
Europe,Switzerland,2012,5.23
Europe,Belarus,2012,5.49
"Western Pacific",Australia,2012,5.59
Europe,Hungary,2012,5.66
Europe,Ireland,2012,5.79
Europe,Austria,2012,5.92
Americas,"United States of America",2012,5.96
Americas,Canada,2012,6.04
"Western Pacific","New Zealand",2012,6.04
"Eastern Mediterranean",Kuwait,2012,6.14
Europe,Slovenia,2012,6.31
Europe,France,2012,6.5
Europe,Italy,2012,6.53
Europe,Spain,2012,6.63
Europe,Ukraine,2012,6.64
Europe,Romania,2012,6.84
Europe,Andorra,2012,6.9
Europe,Cyprus,2012,7
Americas,Chile,2012,7.02
Europe,Israel,2012,7.06
Europe,Belgium,2012,7.08
Europe,Czechia,2012,7.1
Europe,Latvia,2012,7.1
Europe,Finland,2012,7.36
Europe,Croatia,2012,7.57
"Western Pacific",Japan,2012,7.79
Europe,Denmark,2012,7.97
Europe,Portugal,2012,8.05
Europe,"North Macedonia",2012,8.15
Europe,Sweden,2012,8.2
Europe,Luxembourg,2012,8.31
Europe,Germany,2012,8.4
Europe,Iceland,2012,8.42
Europe,Norway,2012,8.65
Europe,Lithuania,2012,8.99
Europe,Estonia,2012,9.04
Europe,Bulgaria,2012,9.48
Americas,"Costa Rica",2012,9.66
Africa,Burundi,2011,0
Africa,Cameroon,2011,0.03
Africa,Mozambique,2011,0.03
Americas,Haiti,2011,0.05
Africa,"Cabo Verde",2011,0.06
"South-East Asia",Timor-Leste,2011,0.06
Africa,Madagascar,2011,0.08
Africa,Nigeria,2011,0.17
Africa,Zimbabwe,2011,0.19
"Western Pacific",Cambodia,2011,0.2
Africa,Kenya,2011,0.22
Africa,Botswana,2011,0.27
"Western Pacific",Kiribati,2011,0.27
Africa,Congo,2011,0.29
"South-East Asia",Bangladesh,2011,0.31
Europe,Montenegro,2011,0.38
Africa,Eswatini,2011,0.41
Americas,Nicaragua,2011,0.45
"South-East Asia","Sri Lanka",2011,0.55
"South-East Asia",Myanmar,2011,0.56
"Eastern Mediterranean",Pakistan,2011,0.57
"Western Pacific","Solomon Islands",2011,0.65
"Western Pacific",China,2011,0.88
"South-East Asia",India,2011,0.93
"Western Pacific",Nauru,2011,0.99
Africa,"South Africa",2011,1.02
"Eastern Mediterranean",Bahrain,2011,1.05
Europe,Turkmenistan,2011,1.06
Americas,"Bolivia (Plurinational State of)",2011,1.09
Americas,Mexico,2011,1.17
"Western Pacific",Malaysia,2011,1.46
Europe,Tajikistan,2011,1.53
Europe,Uzbekistan,2011,1.69
Europe,Kyrgyzstan,2011,1.71
Africa,Seychelles,2011,1.86
Americas,"Dominican Republic",2011,1.92
Europe,Monaco,2011,11.21
Americas,Cuba,2011,11.32
Americas,Colombia,2011,12.11
"Eastern Mediterranean",Lebanon,2011,12.29
Europe,Greece,2011,13.07
Africa,Mauritius,2011,2.08
Europe,"Bosnia and Herzegovina",2011,2.16
Americas,Bahamas,2011,2.26
"Western Pacific",Philippines,2011,2.27
"Eastern Mediterranean",Oman,2011,2.36
"Western Pacific","Brunei Darussalam",2011,2.38
"Western Pacific",Mongolia,2011,2.38
Americas,"Saint Lucia",2011,2.45
Americas,"Trinidad and Tobago",2011,2.46
Europe,Azerbaijan,2011,2.59
Americas,Ecuador,2011,2.73
Europe,"Türkiye",2011,2.84
"Western Pacific",Singapore,2011,2.85
Europe,"Russian Federation",2011,2.91
Americas,Panama,2011,3.02
Europe,Poland,2011,3.41
Europe,Serbia,2011,3.46
"Eastern Mediterranean","Saudi Arabia",2011,3.82
Europe,Kazakhstan,2011,3.83
"Eastern Mediterranean","United Arab Emirates",2011,4.17
"Western Pacific","Republic of Korea",2011,4.36
Europe,Malta,2011,4.38
Europe,Armenia,2011,4.44
Europe,Georgia,2011,4.51
Europe,"Republic of Moldova",2011,4.7
Europe,Slovakia,2011,4.85
Europe,"Netherlands (Kingdom of the)",2011,4.88
Europe,Switzerland,2011,5.21
Europe,"United Kingdom of Great Britain and Northern Ireland",2011,5.23
Europe,Hungary,2011,5.26
"Western Pacific",Australia,2011,5.37
Europe,Belarus,2011,5.41
Europe,Ireland,2011,5.82
Europe,Italy,2011,5.83
"Eastern Mediterranean",Kuwait,2011,5.86
Europe,Austria,2011,5.87
Americas,Chile,2011,5.9
Americas,"United States of America",2011,5.93
Americas,Canada,2011,5.96
"Western Pacific","New Zealand",2011,5.98
Europe,Spain,2011,6.19
Europe,Slovenia,2011,6.25
Europe,France,2011,6.49
Europe,Ukraine,2011,6.53
Europe,Romania,2011,6.57
Europe,Cyprus,2011,6.83
Europe,Belgium,2011,7.05
Europe,Andorra,2011,7.07
Europe,Latvia,2011,7.07
Europe,Czechia,2011,7.08
Europe,Finland,2011,7.31
Europe,Croatia,2011,7.39
Europe,Portugal,2011,7.68
Europe,Israel,2011,7.85
Europe,"North Macedonia",2011,7.95
Europe,Denmark,2011,8.02
Europe,Sweden,2011,8.18
Europe,Lithuania,2011,8.21
Europe,Germany,2011,8.28
Europe,Luxembourg,2011,8.41
Europe,Norway,2011,8.84
Europe,Iceland,2011,8.87
Europe,Estonia,2011,8.88
Europe,Bulgaria,2011,9.13
Africa,Burundi,2010,0
Africa,"Sierra Leone",2010,0.01
Africa,"Burkina Faso",2010,0.02
Africa,Mali,2010,0.02
Africa,Cameroon,2010,0.03
Africa,Mozambique,2010,0.03
"South-East Asia",Timor-Leste,2010,0.07
Africa,"Cabo Verde",2010,0.08
Africa,Madagascar,2010,0.09
Africa,Togo,2010,0.1
"Western Pacific",Cambodia,2010,0.17
Africa,Nigeria,2010,0.17
Africa,Zambia,2010,0.18
"Eastern Mediterranean",Yemen,2010,0.21
Africa,Kenya,2010,0.22
Africa,Botswana,2010,0.27
"South-East Asia",Bangladesh,2010,0.29
"Western Pacific",Indonesia,2010,0.35
"Western Pacific",Kiribati,2010,0.37
Europe,Montenegro,2010,0.41
Americas,Nicaragua,2010,0.45
"South-East Asia","Sri Lanka",2010,0.5
"South-East Asia",Myanmar,2010,0.52
"Eastern Mediterranean",Pakistan,2010,0.53
"Western Pacific","Marshall Islands",2010,0.77
"South-East Asia",Maldives,2010,0.89
"Western Pacific",Tonga,2010,0.93
Americas,"Bolivia (Plurinational State of)",2010,0.96
"Eastern Mediterranean",Bahrain,2010,1.01
Africa,"South Africa",2010,1.01
Europe,Turkmenistan,2010,1.05
Americas,Mexico,2010,1.16
"Western Pacific",Malaysia,2010,1.33
"Eastern Mediterranean",Iraq,2010,1.55
Europe,Tajikistan,2010,1.58
Americas,"Saint Lucia",2010,1.64
Europe,Uzbekistan,2010,1.65
"South-East Asia",Thailand,2010,1.73
Europe,Kyrgyzstan,2010,1.86
"Western Pacific",Mongolia,2010,1.97
"Eastern Mediterranean",Lebanon,2010,10.7
Americas,Cuba,2010,10.75
Americas,Brazil,2010,11.51
Americas,Colombia,2010,11.62
Europe,Greece,2010,13.18
Africa,Seychelles,2010,2
Africa,Mauritius,2010,2.03
Europe,"Bosnia and Herzegovina",2010,2.09
"Western Pacific","Brunei Darussalam",2010,2.19
"Western Pacific",Philippines,2010,2.25
"Western Pacific",Samoa,2010,2.33
"Eastern Mediterranean",Oman,2010,2.37
Americas,"Trinidad and Tobago",2010,2.47
Europe,Azerbaijan,2010,2.7
Europe,"Russian Federation",2010,2.88
"Eastern Mediterranean",Tunisia,2010,2.91
Europe,"Türkiye",2010,2.92
Americas,Panama,2010,3.01
"Western Pacific",Singapore,2010,3.09
Europe,Georgia,2010,3.23
Europe,Poland,2010,3.29
Europe,Serbia,2010,3.42
"Eastern Mediterranean","Saudi Arabia",2010,3.64
Europe,Kazakhstan,2010,3.95
Europe,Armenia,2010,4.29
"Western Pacific","Republic of Korea",2010,4.29
Europe,Malta,2010,4.35
"Eastern Mediterranean","United Arab Emirates",2010,4.44
Europe,"Republic of Moldova",2010,4.52
Europe,"Netherlands (Kingdom of the)",2010,4.68
Europe,Slovakia,2010,4.94
Europe,"United Kingdom of Great Britain and Northern Ireland",2010,5.13
"Western Pacific",Australia,2010,5.18
Europe,Switzerland,2010,5.25
Europe,Hungary,2010,5.27
Europe,Belarus,2010,5.36
"Eastern Mediterranean",Kuwait,2010,5.55
Americas,Chile,2010,5.57
Europe,Italy,2010,5.66
Americas,Canada,2010,5.79
Europe,Austria,2010,5.81
"Western Pacific","New Zealand",2010,5.88
Americas,"United States of America",2010,5.89
Europe,Spain,2010,5.94
Europe,Ireland,2010,5.97
Europe,Slovenia,2010,6.16
Europe,Romania,2010,6.34
Europe,Ukraine,2010,6.49
Europe,Andorra,2010,6.57
Europe,France,2010,6.8
Europe,Cyprus,2010,6.85
Europe,Czechia,2010,6.94
Europe,Belgium,2010,7.02
Europe,Latvia,2010,7.09
"Eastern Mediterranean","Syrian Arab Republic",2010,7.11
Europe,Finland,2010,7.33
Europe,Croatia,2010,7.34
Europe,Portugal,2010,7.66
"Western Pacific",Japan,2010,7.7
Europe,"North Macedonia",2010,7.79
"Eastern Mediterranean",Jordan,2010,7.8
Europe,Lithuania,2010,7.93
Europe,Sweden,2010,8.11
Europe,Denmark,2010,8.19
Europe,Germany,2010,8.22
Europe,Luxembourg,2010,8.32
Europe,Israel,2010,8.68
Europe,Bulgaria,2010,8.71
Europe,Norway,2010,8.78
Europe,Estonia,2010,9
Europe,Iceland,2010,9.4
Africa,"Central African Republic",2009,0.01
Americas,Chile,2009,0.01
Africa,"Democratic Republic of the Congo",2009,0.01
Africa,Niger,2009,0.01
Africa,Cameroon,2009,0.02
Africa,Mozambique,2009,0.02
Africa,Mali,2009,0.03
Africa,Guinea-Bissau,2009,0.05
Africa,"Cabo Verde",2009,0.06
"South-East Asia",Timor-Leste,2009,0.06
Africa,Rwanda,2009,0.07
Africa,Madagascar,2009,0.08
Africa,Eswatini,2009,0.12
Africa,Zimbabwe,2009,0.14
Africa,Nigeria,2009,0.15
"Western Pacific","Papua New Guinea",2009,0.16
"Western Pacific",Cambodia,2009,0.17
Africa,Zambia,2009,0.18
Africa,Mauritania,2009,0.21
"Western Pacific",Indonesia,2009,0.22
Africa,Kenya,2009,0.25
"South-East Asia",Bangladesh,2009,0.26
Africa,Botswana,2009,0.28
Africa,Comoros,2009,0.33
"Western Pacific","Lao People's Democratic Republic",2009,0.37
Americas,Guyana,2009,0.39
"South-East Asia","Sri Lanka",2009,0.41
"South-East Asia",Myanmar,2009,0.47
Americas,Nicaragua,2009,0.47
"Eastern Mediterranean",Pakistan,2009,0.51
Europe,Montenegro,2009,0.57
"Eastern Mediterranean",Morocco,2009,0.83
"South-East Asia",India,2009,0.85
"Eastern Mediterranean",Bahrain,2009,1
"Western Pacific",Nauru,2009,1
"Western Pacific",Tonga,2009,1.03
Americas,Mexico,2009,1.08
Americas,Peru,2009,1.24
"Western Pacific",Malaysia,2009,1.27
"South-East Asia",Maldives,2009,1.29
Europe,Turkmenistan,2009,1.29
"South-East Asia",Thailand,2009,1.46
Europe,Tajikistan,2009,1.51
Europe,Uzbekistan,2009,1.6
Africa,Seychelles,2009,1.71
Europe,"Bosnia and Herzegovina",2009,1.75
Americas,"Dominican Republic",2009,1.84
"Western Pacific","Brunei Darussalam",2009,1.87
"Western Pacific",Fiji,2009,1.89
Europe,Kyrgyzstan,2009,1.92
Africa,Mauritius,2009,1.96
"Western Pacific",Mongolia,2009,1.98
Americas,Cuba,2009,10.25
Americas,Colombia,2009,11.26
Americas,Brazil,2009,12.05
Europe,Greece,2009,13.3
Americas,"Trinidad and Tobago",2009,2.26
Americas,Ecuador,2009,2.27
"Eastern Mediterranean",Oman,2009,2.32
"Western Pacific","Cook Islands",2009,2.42
Europe,Azerbaijan,2009,2.72
Europe,Georgia,2009,2.77
Europe,"Türkiye",2009,2.84
Europe,"Russian Federation",2009,2.85
Americas,Panama,2009,2.9
"Western Pacific",Singapore,2009,2.94
"Eastern Mediterranean","Saudi Arabia",2009,3.03
Europe,Poland,2009,3.2
Europe,Kazakhstan,2009,3.42
Europe,Serbia,2009,3.43
"Eastern Mediterranean",Kuwait,2009,3.77
"Western Pacific","Republic of Korea",2009,4.21
Europe,Armenia,2009,4.23
Europe,Malta,2009,4.25
"Eastern Mediterranean","United Arab Emirates",2009,4.29
Europe,"Republic of Moldova",2009,4.3
"Western Pacific","New Zealand",2009,4.49
Europe,"Netherlands (Kingdom of the)",2009,4.59
Europe,Slovakia,2009,4.89
Europe,Hungary,2009,4.92
Europe,"United Kingdom of Great Britain and Northern Ireland",2009,5.02
Europe,Italy,2009,5.19
Europe,Switzerland,2009,5.21
"Western Pacific",Australia,2009,5.26
Europe,Belarus,2009,5.45
Americas,Canada,2009,5.72
Europe,Spain,2009,5.73
Europe,Austria,2009,5.74
Americas,"United States of America",2009,5.89
Europe,Ireland,2009,5.96
"Eastern Mediterranean",Libya,2009,5.96
Europe,Romania,2009,6.05
Europe,Slovenia,2009,6.07
Europe,Andorra,2009,6.08
"Eastern Mediterranean",Jordan,2009,6.14
Europe,Ukraine,2009,6.37
Europe,Czechia,2009,6.81
Europe,Cyprus,2009,6.82
Europe,France,2009,6.83
Europe,"North Macedonia",2009,6.92
Europe,Latvia,2009,7.05
Europe,Belgium,2009,7.08
"Eastern Mediterranean","Syrian Arab Republic",2009,7.19
Europe,Portugal,2009,7.33
Europe,Finland,2009,7.4
Europe,Lithuania,2009,7.42
Europe,Croatia,2009,7.64
Europe,Denmark,2009,8.07
Europe,Sweden,2009,8.08
Europe,Germany,2009,8.12
Europe,Luxembourg,2009,8.19
Europe,Israel,2009,8.47
Europe,Norway,2009,8.68
Europe,Bulgaria,2009,8.72
Europe,Estonia,2009,8.96
Europe,Iceland,2009,9.23
"Eastern Mediterranean",Lebanon,2009,9.94
Africa,"Central African Republic",2008,0.01
Americas,Chile,2008,0.01
Africa,Guinea-Bissau,2008,0.01
Africa,Liberia,2008,0.01
Africa,Niger,2008,0.01
Africa,"Sierra Leone",2008,0.01
Africa,Ghana,2008,0.02
"South-East Asia",Timor-Leste,2008,0.02
Africa,Togo,2008,0.02
Africa,Benin,2008,0.04
Africa,"Cabo Verde",2008,0.06
Africa,Rwanda,2008,0.06
Africa,Gambia,2008,0.07
Africa,Botswana,2008,0.09
Africa,Senegal,2008,0.09
Africa,Madagascar,2008,0.1
Africa,Malawi,2008,0.12
Africa,"Cote d'Ivoire",2008,0.13
"Western Pacific",Vanuatu,2008,0.13
"Eastern Mediterranean",Afghanistan,2008,0.14
Africa,Zimbabwe,2008,0.14
Africa,Nigeria,2008,0.16
Americas,Jamaica,2008,0.17
"Western Pacific",Cambodia,2008,0.18
Africa,Gabon,2008,0.19
"Western Pacific",Philippines,2008,0.2
"South-East Asia",Bangladesh,2008,0.23
"Eastern Mediterranean",Sudan,2008,0.23
Africa,Kenya,2008,0.25
Americas,Honduras,2008,0.3
"South-East Asia",Myanmar,2008,0.48
Americas,Nicaragua,2008,0.48
"Eastern Mediterranean",Pakistan,2008,0.48
"South-East Asia","Sri Lanka",2008,0.64
Europe,Montenegro,2008,0.71
"South-East Asia",India,2008,0.77
"Western Pacific",Samoa,2008,0.89
"Western Pacific",Nauru,2008,1
Americas,Mexico,2008,1.05
"Eastern Mediterranean",Bahrain,2008,1.06
Americas,"Dominican Republic",2008,1.26
"Western Pacific","Micronesia (Federated States of)",2008,1.29
Africa,Seychelles,2008,1.3
Europe,Turkmenistan,2008,1.3
"Western Pacific",Malaysia,2008,1.32
"South-East Asia",Thailand,2008,1.43
Europe,Tajikistan,2008,1.46
Europe,Uzbekistan,2008,1.64
Europe,"Bosnia and Herzegovina",2008,1.71
"South-East Asia","Democratic People's Republic of Korea",2008,1.74
Africa,Mauritius,2008,1.84
Europe,Kyrgyzstan,2008,1.87
"Western Pacific",Tuvalu,2008,1.94
"Western Pacific",Mongolia,2008,1.95
Americas,Colombia,2008,10.76
"Western Pacific",Niue,2008,11.11
Americas,Brazil,2008,11.93
Europe,Greece,2008,13.26
"Eastern Mediterranean",Oman,2008,2.12
"Western Pacific","Brunei Darussalam",2008,2.17
Americas,Bahamas,2008,2.21
Europe,Azerbaijan,2008,2.78
Europe,"Türkiye",2008,2.79
Americas,Panama,2008,2.83
Europe,"Russian Federation",2008,2.88
"Western Pacific",Singapore,2008,2.94
Europe,Georgia,2008,2.96
"Eastern Mediterranean","Saudi Arabia",2008,2.98
"Eastern Mediterranean",Libya,2008,3.28
"Eastern Mediterranean","United Arab Emirates",2008,3.37
Europe,Kazakhstan,2008,3.43
Europe,Poland,2008,3.43
Europe,Serbia,2008,3.46
"Eastern Mediterranean",Kuwait,2008,3.63
Europe,Armenia,2008,4.04
"Western Pacific","Republic of Korea",2008,4.08
Europe,"Republic of Moldova",2008,4.2
Europe,Malta,2008,4.37
Europe,"Netherlands (Kingdom of the)",2008,4.46
"Western Pacific","New Zealand",2008,4.49
Europe,Ukraine,2008,4.54
Europe,Italy,2008,4.8
Europe,"United Kingdom of Great Britain and Northern Ireland",2008,4.94
Europe,Hungary,2008,5.06
Europe,Slovakia,2008,5.1
Europe,Switzerland,2008,5.22
Europe,Belarus,2008,5.37
Europe,Spain,2008,5.56
Europe,Austria,2008,5.65
Americas,Canada,2008,5.68
Europe,Romania,2008,5.72
Americas,"United States of America",2008,5.85
Europe,Slovenia,2008,6.01
Europe,Ireland,2008,6.05
Europe,"North Macedonia",2008,6.67
Europe,Czechia,2008,6.72
Europe,Portugal,2008,6.8
Europe,Cyprus,2008,6.81
Europe,France,2008,6.9
Europe,Lithuania,2008,6.9
Europe,Latvia,2008,6.96
Europe,Belgium,2008,7.16
"Eastern Mediterranean",Jordan,2008,7.29
"Eastern Mediterranean","Syrian Arab Republic",2008,7.47
Americas,Uruguay,2008,7.5
"Western Pacific",Japan,2008,7.55
Europe,Finland,2008,7.56
Europe,Croatia,2008,7.63
Americas,"El Salvador",2008,7.74
Europe,Germany,2008,8.01
Europe,Luxembourg,2008,8.14
Europe,Sweden,2008,8.14
Europe,Denmark,2008,8.22
Europe,Israel,2008,8.28
Europe,Bulgaria,2008,8.38
Europe,Norway,2008,8.79
Europe,Estonia,2008,9.25
Europe,Iceland,2008,9.48
Americas,Cuba,2008,9.95
Americas,Chile,2007,0.01
Africa,Ghana,2007,0.01
Africa,Cameroon,2007,0.02
Africa,Togo,2007,0.02
Africa,"Cabo Verde",2007,0.06
Africa,Gambia,2007,0.06
"South-East Asia",Bhutan,2007,0.1
Africa,Madagascar,2007,0.1
"Eastern Mediterranean",Afghanistan,2007,0.12
"South-East Asia",Bangladesh,2007,0.14
Africa,Zimbabwe,2007,0.15
Africa,Botswana,2007,0.17
Africa,Nigeria,2007,0.17
"Eastern Mediterranean",Sudan,2007,0.23
"South-East Asia",Myanmar,2007,0.39
Americas,Nicaragua,2007,0.44
Africa,Namibia,2007,0.45
"South-East Asia",India,2007,0.61
Americas,"Bolivia (Plurinational State of)",2007,0.62
"South-East Asia","Sri Lanka",2007,0.64
Americas,Mexico,2007,1.01
"Western Pacific","Marshall Islands",2007,1.15
"Western Pacific",Malaysia,2007,1.17
Europe,Turkmenistan,2007,1.34
"South-East Asia",Thailand,2007,1.39
Europe,Tajikistan,2007,1.44
Americas,Guatemala,2007,1.74
Africa,Seychelles,2007,1.75
Europe,Uzbekistan,2007,1.75
Africa,Mauritius,2007,1.8
Europe,"Bosnia and Herzegovina",2007,1.86
Europe,Kyrgyzstan,2007,1.92
Americas,Colombia,2007,10.36
Americas,Brazil,2007,11.66
Europe,Greece,2007,13.06
"Eastern Mediterranean",Oman,2007,2.04
Americas,"Trinidad and Tobago",2007,2.15
"Western Pacific","Brunei Darussalam",2007,2.18
"Western Pacific",Palau,2007,2.59
Europe,"Türkiye",2007,2.73
Americas,Panama,2007,2.75
Europe,Azerbaijan,2007,2.86
Europe,"Russian Federation",2007,2.88
"Western Pacific",Singapore,2007,2.95
Europe,Georgia,2007,3.02
Africa,Algeria,2007,3.11
Europe,Armenia,2007,3.39
"Eastern Mediterranean",Kuwait,2007,3.39
"Eastern Mediterranean","United Arab Emirates",2007,3.41
Europe,Serbia,2007,3.5
Europe,Poland,2007,3.51
Europe,Kazakhstan,2007,3.52
Europe,Montenegro,2007,3.92
"Western Pacific","Republic of Korea",2007,3.96
Europe,"Republic of Moldova",2007,3.99
Europe,Hungary,2007,4
Europe,Malta,2007,4.2
Europe,"Netherlands (Kingdom of the)",2007,4.44
"Western Pacific","New Zealand",2007,4.44
Europe,Ukraine,2007,4.54
Europe,"United Kingdom of Great Britain and Northern Ireland",2007,4.79
Europe,Belarus,2007,5
Europe,Switzerland,2007,5.21
Europe,Slovakia,2007,5.32
Europe,Spain,2007,5.39
Europe,Romania,2007,5.56
Europe,Austria,2007,5.59
Americas,Canada,2007,5.64
Europe,Italy,2007,5.68
Europe,Andorra,2007,5.74
Europe,Ireland,2007,5.77
Americas,"United States of America",2007,5.83
Europe,Slovenia,2007,6.13
Europe,"North Macedonia",2007,6.29
Europe,Portugal,2007,6.44
Europe,Latvia,2007,6.65
Europe,Czechia,2007,6.72
Europe,Cyprus,2007,6.74
Europe,France,2007,6.98
"Eastern Mediterranean","Syrian Arab Republic",2007,7.08
"Eastern Mediterranean",Jordan,2007,7.16
Europe,Lithuania,2007,7.18
Europe,Belgium,2007,7.23
Europe,Finland,2007,7.44
Europe,Croatia,2007,7.57
Europe,Germany,2007,7.92
Europe,Luxembourg,2007,8.04
Europe,Israel,2007,8.19
Europe,Sweden,2007,8.29
Europe,Denmark,2007,8.4
Europe,Bulgaria,2007,8.52
"Eastern Mediterranean",Lebanon,2007,8.67
Europe,Estonia,2007,8.68
Europe,Norway,2007,8.72
Europe,Iceland,2007,9.43
Americas,Cuba,2007,9.65
Americas,Chile,2006,0.01
Africa,"United Republic of Tanzania",2006,0.01
Africa,"Cabo Verde",2006,0.06
Africa,Gambia,2006,0.06
Africa,Madagascar,2006,0.1
"Eastern Mediterranean",Afghanistan,2006,0.13
Africa,Nigeria,2006,0.15
"Eastern Mediterranean",Sudan,2006,0.3
"South-East Asia",Myanmar,2006,0.36
Americas,Nicaragua,2006,0.45
"South-East Asia","Sri Lanka",2006,0.58
"South-East Asia",India,2006,0.67
Americas,Mexico,2006,0.97
"Eastern Mediterranean",Bahrain,2006,1.04
"Western Pacific",Malaysia,2006,1.11
"Eastern Mediterranean","Iran (Islamic Republic of)",2006,1.3
"South-East Asia",Thailand,2006,1.32
Europe,Turkmenistan,2006,1.37
Europe,Tajikistan,2006,1.4
Africa,Seychelles,2006,1.66
Americas,Grenada,2006,1.73
"Eastern Mediterranean",Tunisia,2006,1.8
Europe,Uzbekistan,2006,1.8
Europe,"Bosnia and Herzegovina",2006,1.9
Europe,Kyrgyzstan,2006,1.93
"Eastern Mediterranean",Oman,2006,1.97
Americas,Colombia,2006,10.08
Americas,Brazil,2006,11.64
Europe,Greece,2006,12.87
"Western Pacific",Niue,2006,16.67
"Western Pacific","Brunei Darussalam",2006,2.06
Americas,"Trinidad and Tobago",2006,2.09
Europe,"Türkiye",2006,2.62
"Eastern Mediterranean","United Arab Emirates",2006,2.71
Europe,Azerbaijan,2006,2.79
Americas,Panama,2006,2.82
Europe,"Russian Federation",2006,2.9
"Western Pacific",Singapore,2006,3
Europe,Georgia,2006,3.11
"Eastern Mediterranean",Kuwait,2006,3.14
Europe,Armenia,2006,3.16
Europe,Poland,2006,3.3
Europe,Albania,2006,3.39
Europe,Kazakhstan,2006,3.49
Europe,Serbia,2006,3.5
Europe,"Republic of Moldova",2006,3.76
"Western Pacific","Republic of Korea",2006,3.86
"Western Pacific","New Zealand",2006,4.09
Europe,Montenegro,2006,4.15
Europe,"Netherlands (Kingdom of the)",2006,4.27
Europe,Ukraine,2006,4.53
Europe,Malta,2006,4.57
Europe,Belarus,2006,4.84
"Western Pacific",Australia,2006,4.86
Europe,Hungary,2006,4.97
"Eastern Mediterranean",Qatar,2006,5
Europe,Romania,2006,5.03
Europe,Slovakia,2006,5.05
Europe,Switzerland,2006,5.19
Europe,Spain,2006,5.21
Europe,Austria,2006,5.4
Americas,Canada,2006,5.62
Europe,"North Macedonia",2006,5.62
Europe,Ireland,2006,5.66
Europe,Andorra,2006,5.78
Americas,"United States of America",2006,5.78
Europe,Slovenia,2006,6
Europe,Italy,2006,6.3
Europe,Latvia,2006,6.49
Europe,Portugal,2006,6.49
Europe,Lithuania,2006,6.6
Europe,Czechia,2006,6.73
Europe,Cyprus,2006,6.78
Europe,France,2006,7.03
